config,version,0836f6b83c0a80494e4f98c987198bab2dc8f84d
config,algorithm,
config,csv,../results/2018-10-23/cpp/sorted/csv.csv
config,language,cpp
config,sorttype,sorted
config,time_for,2.0
config,values,"['small', 'fib']"
result,quadraticreject,0,0,4.743012246289778e-09
result,cardchoose,0,0,2.053866259231067e-09
result,fisheryates,0,0,4.998231697403632e-09
result,floydf2,0,0,3.781212730950814e-08
result,iterativechoose,0,0,2.0863821746062085e-09
result,rejectionsample,0,0,3.904655668919309e-08
result,reservoirsample,0,0,2.982675024062587e-09
result,selby_fy,0,0,3.774224883136062e-08
result,quadraticreject,1,0,4.76765513043859e-09
result,cardchoose,1,0,2.089358347272308e-09
result,fisheryates,1,0,2.812017445836078e-08
result,floydf2,1,0,3.738616820783778e-08
result,iterativechoose,1,0,6.423094665815525e-09
result,rejectionsample,1,0,3.930628590129406e-08
result,reservoirsample,1,0,7.007398601240039e-09
result,selby_fy,1,0,3.783504457942915e-08
result,quadraticreject,1,1,1.3123280401430157e-08
result,cardchoose,1,1,1.1776480517910305e-08
result,fisheryates,1,1,3.490590047724956e-08
result,floydf2,1,1,8.368629247965385e-08
result,iterativechoose,1,1,6.13081939608503e-09
result,rejectionsample,1,1,8.69725623287378e-08
result,reservoirsample,1,1,5.688492424736258e-09
result,selby_fy,1,1,1.0337809595386256e-07
result,quadraticreject,2,0,4.821986074738069e-09
result,cardchoose,2,0,2.092521913741911e-09
result,fisheryates,2,0,2.921572388048639e-08
result,floydf2,2,0,3.73447784161189e-08
result,iterativechoose,2,0,1.1635777551634125e-08
result,rejectionsample,2,0,3.922514543999057e-08
result,reservoirsample,2,0,1.139566009013749e-08
result,selby_fy,2,0,3.780939159594781e-08
result,quadraticreject,2,1,1.3162500834684404e-08
result,cardchoose,2,1,1.1960036535757732e-08
result,fisheryates,2,1,3.652437278631702e-08
result,floydf2,2,1,8.35697087284022e-08
result,iterativechoose,2,1,1.557939522466824e-08
result,rejectionsample,2,1,8.668878598391967e-08
result,reservoirsample,2,1,1.4210767746044624e-08
result,selby_fy,2,1,1.0420935075578183e-07
result,quadraticreject,2,2,3.690573875964015e-08
result,cardchoose,2,2,2.1840052779185177e-08
result,fisheryates,2,2,4.7005505022046456e-08
result,floydf2,2,2,1.2333690769216483e-07
result,iterativechoose,2,2,1.05505047201224e-08
result,rejectionsample,2,2,1.6972479025839177e-07
result,reservoirsample,2,2,8.298559123692885e-09
result,selby_fy,2,2,1.6670902318648e-07
result,quadraticreject,3,0,4.778385705098672e-09
result,cardchoose,3,0,2.1002574929789666e-09
result,fisheryates,3,0,2.948007889209152e-08
result,floydf2,3,0,3.737588868235854e-08
