config,algorithm,
config,build_dir,
config,csv,../random.csv
config,language,cpp
config,sorttype,random
config,time_for,0.2
config,time_limit,5.0
config,values,"['small', 'fib']"
info,version,1ac981809f06a7a201bf0619579cf79eead68e36
info,donothing_s,2.358834262406868e-09
info,algorithms,"['quadraticreject', 'cardchoose', 'select', 'floydf2', 'quadraticf2', 'iterativechoose', 'rejectionsample', 'reservoirsample', 'hsel']"
result,quadraticreject,0,0,2.9498837975068922e-09
result,cardchoose,0,0,2.0388712160683626e-09
result,select,0,0,2.4307460705926064e-09
result,floydf2,0,0,9.343362941066665e-09
result,quadraticf2,0,0,2.6350733240079825e-09
result,iterativechoose,0,0,2.4437735242763543e-09
result,rejectionsample,0,0,8.760127715309932e-09
result,reservoirsample,0,0,2.614479508695897e-09
result,hsel,0,0,8.783709576684792e-09
result,quadraticreject,1,0,2.33124584427458e-09
result,cardchoose,1,0,2.0364691197168188e-09
result,select,1,0,1.585442140886227e-08
result,floydf2,1,0,9.31607778712043e-09
result,quadraticf2,1,0,2.6339387703606774e-09
result,iterativechoose,1,0,6.594849420312847e-09
result,rejectionsample,1,0,8.742595305562829e-09
result,reservoirsample,1,0,6.090453204998701e-09
result,hsel,1,0,8.735186708503478e-09
result,quadraticreject,1,1,5.6939786949204834e-09
result,cardchoose,1,1,1.458889172460766e-08
result,select,1,1,2.047435859394365e-08
result,floydf2,1,1,5.638148059175812e-08
result,quadraticf2,1,1,1.1361351767421304e-08
result,iterativechoose,1,1,1.0174210015696341e-08
result,rejectionsample,1,1,5.6246915655328874e-08
result,reservoirsample,1,1,6.02752976126144e-09
result,hsel,1,1,6.00614335424906e-08
result,quadraticreject,2,0,2.3257598961527197e-09
result,cardchoose,2,0,2.0640267310331143e-09
result,select,2,0,1.9341805301201236e-08
result,floydf2,2,0,9.311632738244578e-09
result,quadraticf2,2,0,2.626196405126651e-09
result,iterativechoose,2,0,1.0450078999615184e-08
result,rejectionsample,2,0,8.75291364570829e-09
result,reservoirsample,2,0,1.045272059370576e-08
result,hsel,2,0,8.726882200885568e-09
result,quadraticreject,2,1,5.691688575406555e-09
result,cardchoose,2,1,1.4583063839377668e-08
result,select,2,1,2.2693113284412918e-08
result,floydf2,2,1,5.61067964734562e-08
result,quadraticf2,2,1,1.4730606217069383e-08
result,iterativechoose,2,1,1.863557243903306e-08
result,rejectionsample,2,1,5.575068694501794e-08
result,reservoirsample,2,1,1.5216660942451712e-08
result,hsel,2,1,6.043549911500239e-08
result,quadraticreject,2,2,2.6233575604662032e-08
result,cardchoose,2,2,2.7531719259341922e-08
result,select,2,2,2.7336765473560778e-08
result,floydf2,2,2,9.332250146465507e-08
result,quadraticf2,2,2,2.2209309414180162e-08
result,iterativechoose,2,2,1.7779400558738397e-08
result,rejectionsample,2,2,1.2790535512524427e-07
result,reservoirsample,2,2,9.907409281515133e-09
result,hsel,2,2,1.2920081664650344e-07
result,quadraticreject,3,0,2.3265619378908183e-09
result,cardchoose,3,0,2.049545509531311e-09
result,select,3,0,2.0870862917718185e-08
result,floydf2,3,0,9.310076663712075e-09
result,quadraticf2,3,0,2.6460758010860277e-09
result,iterativechoose,3,0,1.4427559641935492e-08
result,rejectionsample,3,0,8.737697787211437e-09
result,reservoirsample,3,0,1.4942564378404042e-08
result,hsel,3,0,8.767760549078903e-09
result,quadraticreject,3,1,5.7066106907399804e-09
result,cardchoose,3,1,1.4589608932859103e-08
result,select,3,1,2.4131685395350814e-08
result,floydf2,3,1,5.62240878073478e-08
result,quadraticf2,3,1,1.3805247803834697e-08
result,iterativechoose,3,1,2.3785899755350696e-08
result,rejectionsample,3,1,5.5540488983533177e-08
result,reservoirsample,3,1,2.524277498438897e-08
result,hsel,3,1,6.018131571721825e-08
result,quadraticreject,3,2,2.0014465826466526e-08
result,cardchoose,3,2,2.7916139092777244e-08
result,select,3,2,2.8713610660626012e-08
result,floydf2,3,2,1.0619971876962902e-07
result,quadraticf2,3,2,2.7323097752430766e-08
result,iterativechoose,3,2,2.8781105972763654e-08
result,rejectionsample,3,2,1.0718333729886752e-07
result,reservoirsample,3,2,1.823988515053446e-08
result,hsel,3,2,1.1935666694403302e-07
result,quadraticreject,3,3,5.4758019332381045e-08
result,cardchoose,3,3,3.985247198856123e-08
result,select,3,3,3.347498161488346e-08
result,floydf2,3,3,1.2776779600745184e-07
result,quadraticf2,3,3,3.760599674905181e-08
result,iterativechoose,3,3,2.5336151575070657e-08
result,rejectionsample,3,3,1.8221619703555203e-07
result,reservoirsample,3,3,1.3856207980014394e-08
result,hsel,3,3,1.7316221830439463e-07
result,quadraticreject,4,0,2.3249940161417426e-09
result,cardchoose,4,0,2.0386162790674115e-09
result,select,4,0,2.1291825317302258e-08
result,floydf2,4,0,9.370964389718794e-09
result,quadraticf2,4,0,2.6274499223053897e-09
result,iterativechoose,4,0,1.836154159243806e-08
result,rejectionsample,4,0,8.753034666546073e-09
result,reservoirsample,4,0,1.925332416467913e-08
result,hsel,4,0,8.771272950873633e-09
result,quadraticreject,4,1,5.711312801644609e-09
result,cardchoose,4,1,1.4664036482362822e-08
result,select,4,1,2.4813323443277447e-08
result,floydf2,4,1,5.628415332045646e-08
result,quadraticf2,4,1,1.3119638658540085e-08
result,iterativechoose,4,1,3.1299548739091096e-08
result,rejectionsample,4,1,5.563669367542236e-08
result,reservoirsample,4,1,2.908838170615804e-08
result,hsel,4,1,5.99675868931651e-08
result,quadraticreject,4,2,1.7073365556115194e-08
result,cardchoose,4,2,2.815386006910885e-08
result,select,4,2,2.8916524062796264e-08
result,floydf2,4,2,1.0727808942310781e-07
result,quadraticf2,4,2,2.569927307282847e-08
result,iterativechoose,4,2,3.871377890463276e-08
result,rejectionsample,4,2,1.0311365948165879e-07
result,reservoirsample,4,2,2.690402369086918e-08
result,hsel,4,2,1.2012917982270687e-07
result,quadraticreject,4,3,3.8759880968811317e-08
result,cardchoose,4,3,4.538263375756115e-08
result,select,4,3,3.3824146183931364e-08
result,floydf2,4,3,1.3223234313606143e-07
result,quadraticf2,4,3,4.664379680743043e-08
result,iterativechoose,4,3,3.859329681362423e-08
result,rejectionsample,4,3,1.6304066748600995e-07
result,reservoirsample,4,3,2.1182997281937525e-08
result,hsel,4,3,1.7744342551328398e-07
result,quadraticreject,4,4,8.870760521854936e-08
result,cardchoose,4,4,5.101687439787196e-08
result,select,4,4,3.452566719528706e-08
result,floydf2,4,4,1.6585778727747198e-07
result,quadraticf2,4,4,5.142548030483151e-08
result,iterativechoose,4,4,3.2831114567058146e-08
result,rejectionsample,4,4,2.551324137989759e-07
result,reservoirsample,4,4,1.782542913535019e-08
result,hsel,4,4,2.3266228203394915e-07
result,quadraticreject,5,0,2.326181603652819e-09
result,cardchoose,5,0,2.0339999446272967e-09
result,select,5,0,2.1704224924228353e-08
